2016-02-14 07:40:07 INFO  ComplexDataGson:27 - -------Round 1
2016-02-14 07:59:06 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:59:13 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2769605659
2016-02-14 07:59:13 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:59:16 INFO  ComplexDataGson:27 - -------Round 40
2016-02-14 07:59:22 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2419508689
2016-02-14 07:59:22 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:59:22 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:59:27 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4708503388
2016-02-14 07:59:27 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:59:34 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2737963439
2016-02-14 07:59:34 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:59:37 INFO  ComplexDataGson:27 - -------Round 41
2016-02-14 07:59:43 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2796656957
2016-02-14 07:59:44 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 07:59:44 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 07:59:49 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 5214122035
2016-02-14 07:59:49 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 07:59:56 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2818194809
2016-02-14 07:59:56 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 07:59:59 INFO  ComplexDataGson:27 - -------Round 42
2016-02-14 08:00:05 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2467121627
2016-02-14 08:00:05 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:00:05 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 08:00:10 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4789276352
2016-02-14 08:00:10 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 08:00:19 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 3489966490
2016-02-14 08:00:19 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 08:00:22 INFO  ComplexDataGson:27 - -------Round 43
2016-02-14 08:00:28 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2483219849
2016-02-14 08:00:29 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:00:29 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 08:00:34 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 5075942431
2016-02-14 08:00:34 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 08:00:41 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2818891934
2016-02-14 08:00:41 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 08:00:44 INFO  ComplexDataGson:27 - -------Round 44
2016-02-14 08:00:50 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2487425891
2016-02-14 08:00:50 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:00:50 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 08:00:55 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4765529489
2016-02-14 08:00:55 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 08:01:03 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2788979501
2016-02-14 08:01:03 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 08:01:07 INFO  ComplexDataGson:27 - -------Round 45
2016-02-14 08:01:13 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2601907186
2016-02-14 08:01:14 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:01:14 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 08:01:19 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 5569084670
2016-02-14 08:01:19 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 08:01:26 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2955014505
2016-02-14 08:01:26 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 08:01:30 INFO  ComplexDataGson:27 - -------Round 46
2016-02-14 08:01:36 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2449779158
2016-02-14 08:01:36 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:01:36 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 08:01:41 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4740324033
2016-02-14 08:01:41 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 08:01:48 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2783091438
2016-02-14 08:01:48 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 08:01:51 INFO  ComplexDataGson:27 - -------Round 47
2016-02-14 08:01:57 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2465765273
2016-02-14 08:01:57 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:01:57 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 08:02:02 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4886437678
2016-02-14 08:02:02 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 08:02:10 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 3316012444
2016-02-14 08:02:10 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 08:02:13 INFO  ComplexDataGson:27 - -------Round 48
2016-02-14 08:02:20 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 3236147401
2016-02-14 08:02:21 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:02:21 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 08:02:26 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 5479380529
2016-02-14 08:02:26 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 08:02:33 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2714805541
2016-02-14 08:02:33 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 08:02:36 INFO  ComplexDataGson:27 - -------Round 49
2016-02-14 08:02:42 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2405275256
2016-02-14 08:02:42 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:02:42 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 08:02:47 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4832263632
2016-02-14 08:02:47 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 08:02:54 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2773142206
2016-02-14 08:02:54 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 08:02:57 INFO  ComplexDataGson:27 - -------Round 50
2016-02-14 08:03:03 INFO  ComplexDataGson:54 - Json Generation Time(ms):: 2341883841
2016-02-14 08:03:03 INFO  ComplexDataGson:29 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:03:03 INFO  ComplexDataGson:30 - --------------------------------------------------------------------------
2016-02-14 08:03:08 INFO  ComplexDataGson:64 - Generating Map from json Time(ms):: 4684440727
2016-02-14 08:03:08 INFO  ComplexDataGson:65 - --------------------------------------------------------------------------
2016-02-14 08:03:15 INFO  ComplexDataGson:76 - Generating Actual Object from json Time(ms):: 2707959030
2016-02-14 08:03:15 INFO  ComplexDataGson:77 - --------------------------------------------------------------------------
2016-02-14 08:03:18 INFO  ComplexDataGson:40 - --------------------------------------------------------------------------
2016-02-14 08:03:18 INFO  ComplexDataGson:41 - Average Time to Generate JSON : 2549404565
2016-02-14 08:03:18 INFO  ComplexDataGson:42 - Average Time to Parse JSON To Map : 6783408594
2016-02-14 08:03:18 INFO  ComplexDataGson:43 - Average Time to Parse JSON To Actual Object : 3441125908
2016-02-14 08:03:18 INFO  ComplexDataGson:44 - --------------------------------------------------------------------------
2016-02-14 08:12:17 INFO  ComplexDataJackson:31 - -------Round 1
2016-02-14 08:12:24 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 2440775348
2016-02-14 08:12:24 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:12:24 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:12:27 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2956427703
2016-02-14 08:12:32 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1768665369
2016-02-14 08:12:36 INFO  ComplexDataJackson:31 - -------Round 2
2016-02-14 08:12:40 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1076246782
2016-02-14 08:12:40 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:12:40 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:12:42 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 1699796428
2016-02-14 08:12:46 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1435017947
2016-02-14 08:12:49 INFO  ComplexDataJackson:31 - -------Round 3
2016-02-14 08:12:53 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1085262040
2016-02-14 08:12:53 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:12:53 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:12:55 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 1698377309
2016-02-14 08:12:59 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1442987517
2016-02-14 08:13:01 INFO  ComplexDataJackson:31 - -------Round 4
2016-02-14 08:13:05 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1040101277
2016-02-14 08:13:06 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:13:06 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:13:07 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 1670708624
2016-02-14 08:13:12 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1441443262
2016-02-14 08:13:14 INFO  ComplexDataJackson:31 - -------Round 5
2016-02-14 08:13:19 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1341135004
2016-02-14 08:13:20 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:13:20 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:13:22 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 1978411620
2016-02-14 08:13:26 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1450048771
2016-02-14 08:13:29 INFO  ComplexDataJackson:31 - -------Round 6
2016-02-14 08:13:32 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1071070845
2016-02-14 08:13:33 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:13:33 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:13:35 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2355220405
2016-02-14 08:13:41 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1639170619
2016-02-14 08:13:43 INFO  ComplexDataJackson:31 - -------Round 7
2016-02-14 08:13:47 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1191407439
2016-02-14 08:13:48 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:13:48 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:13:50 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 1984646667
2016-02-14 08:13:55 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1957293386
2016-02-14 08:13:57 INFO  ComplexDataJackson:31 - -------Round 8
2016-02-14 08:14:01 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1035984844
2016-02-14 08:14:01 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:14:01 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:14:04 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2125148573
2016-02-14 08:14:08 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1951296372
2016-02-14 08:14:11 INFO  ComplexDataJackson:31 - -------Round 9
2016-02-14 08:14:15 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1037756473
2016-02-14 08:14:15 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:14:15 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:14:17 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2125514505
2016-02-14 08:14:22 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1948151809
2016-02-14 08:14:25 INFO  ComplexDataJackson:31 - -------Round 10
2016-02-14 08:14:28 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1032009335
2016-02-14 08:14:29 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:14:29 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:14:31 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2120127773
2016-02-14 08:14:36 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1954880686
2016-02-14 08:14:38 INFO  ComplexDataJackson:31 - -------Round 11
2016-02-14 08:14:42 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1012279825
2016-02-14 08:14:43 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:14:43 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:14:45 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2114519980
2016-02-14 08:14:49 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1956102826
2016-02-14 08:14:52 INFO  ComplexDataJackson:31 - -------Round 12
2016-02-14 08:14:56 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1019135415
2016-02-14 08:14:56 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:14:56 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:14:58 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2116012128
2016-02-14 08:15:03 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 2005033828
2016-02-14 08:15:06 INFO  ComplexDataJackson:31 - -------Round 13
2016-02-14 08:15:09 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1030257443
2016-02-14 08:15:10 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:15:10 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:15:12 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2146258913
2016-02-14 08:15:17 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1975422588
2016-02-14 08:15:19 INFO  ComplexDataJackson:31 - -------Round 14
2016-02-14 08:15:23 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1031869989
2016-02-14 08:15:24 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:15:24 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:15:26 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2132500362
2016-02-14 08:15:30 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1958415260
2016-02-14 08:15:33 INFO  ComplexDataJackson:31 - -------Round 15
2016-02-14 08:15:37 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1032830806
2016-02-14 08:15:37 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:15:37 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:15:40 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2184912648
2016-02-14 08:15:44 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1979574943
2016-02-14 08:15:46 INFO  ComplexDataJackson:31 - -------Round 16
2016-02-14 08:15:50 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1035782337
2016-02-14 08:15:51 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:15:51 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:15:53 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2126135444
2016-02-14 08:15:58 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1957399178
2016-02-14 08:16:00 INFO  ComplexDataJackson:31 - -------Round 17
2016-02-14 08:16:04 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1042031595
2016-02-14 08:16:05 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:16:05 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:16:07 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2127070207
2016-02-14 08:16:12 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 2462038061
2016-02-14 08:16:15 INFO  ComplexDataJackson:31 - -------Round 18
2016-02-14 08:16:19 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1195357288
2016-02-14 08:16:20 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:16:20 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:16:22 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2348974306
2016-02-14 08:16:27 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1949930939
2016-02-14 08:16:30 INFO  ComplexDataJackson:31 - -------Round 19
2016-02-14 08:16:34 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1050152353
2016-02-14 08:16:34 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:16:34 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:16:36 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2125778986
2016-02-14 08:16:41 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1942497437
2016-02-14 08:16:43 INFO  ComplexDataJackson:31 - -------Round 20
2016-02-14 08:16:47 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1030772194
2016-02-14 08:16:48 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:16:48 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:16:50 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2126496243
2016-02-14 08:16:55 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1947109675
2016-02-14 08:16:57 INFO  ComplexDataJackson:31 - -------Round 21
2016-02-14 08:17:01 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1028750295
2016-02-14 08:17:02 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:17:02 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:17:04 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2124714745
2016-02-14 08:17:08 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1955796501
2016-02-14 08:17:11 INFO  ComplexDataJackson:31 - -------Round 22
2016-02-14 08:17:15 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1062502837
2016-02-14 08:17:16 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:17:16 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:17:18 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2125079493
2016-02-14 08:17:22 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1971739193
2016-02-14 08:17:25 INFO  ComplexDataJackson:31 - -------Round 23
2016-02-14 08:17:29 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1059218533
2016-02-14 08:17:29 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:17:29 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:17:32 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2168292568
2016-02-14 08:17:36 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 2030034016
2016-02-14 08:17:39 INFO  ComplexDataJackson:31 - -------Round 24
2016-02-14 08:17:44 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1350753436
2016-02-14 08:17:44 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:17:44 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:17:47 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2723882380
2016-02-14 08:17:52 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 2221258291
2016-02-14 08:17:55 INFO  ComplexDataJackson:31 - -------Round 25
2016-02-14 08:17:59 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1023832128
2016-02-14 08:18:00 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:18:00 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:18:02 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2157595684
2016-02-14 08:18:06 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1956225592
2016-02-14 08:18:09 INFO  ComplexDataJackson:31 - -------Round 26
2016-02-14 08:18:12 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1023012236
2016-02-14 08:18:13 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:18:13 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:18:15 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2125057782
2016-02-14 08:18:20 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1935725534
2016-02-14 08:18:22 INFO  ComplexDataJackson:31 - -------Round 27
2016-02-14 08:18:26 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1012124294
2016-02-14 08:18:26 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:18:26 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:18:29 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2109949982
2016-02-14 08:18:33 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1985652090
2016-02-14 08:18:36 INFO  ComplexDataJackson:31 - -------Round 28
2016-02-14 08:18:40 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1030921014
2016-02-14 08:18:40 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:18:40 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:18:42 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2122576789
2016-02-14 08:18:47 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1932141615
2016-02-14 08:18:50 INFO  ComplexDataJackson:31 - -------Round 29
2016-02-14 08:18:53 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1021380348
2016-02-14 08:18:54 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:18:54 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:18:56 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2144563470
2016-02-14 08:19:01 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1958701453
2016-02-14 08:19:03 INFO  ComplexDataJackson:31 - -------Round 30
2016-02-14 08:19:07 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1019731484
2016-02-14 08:19:08 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:19:08 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:19:10 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2240348705
2016-02-14 08:19:16 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 2485404386
2016-02-14 08:19:19 INFO  ComplexDataJackson:31 - -------Round 31
2016-02-14 08:19:22 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1042472529
2016-02-14 08:19:23 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:19:23 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:19:25 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2124567109
2016-02-14 08:19:30 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 2000236849
2016-02-14 08:19:32 INFO  ComplexDataJackson:31 - -------Round 32
2016-02-14 08:19:36 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1019639508
2016-02-14 08:19:37 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:19:37 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:19:39 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2165450777
2016-02-14 08:19:44 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1950601221
2016-02-14 08:19:47 INFO  ComplexDataJackson:31 - -------Round 33
2016-02-14 08:19:50 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1016860876
2016-02-14 08:19:51 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:19:51 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:19:53 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2119094717
2016-02-14 08:19:57 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1948888804
2016-02-14 08:20:00 INFO  ComplexDataJackson:31 - -------Round 34
2016-02-14 08:20:04 INFO  ComplexDataJackson:59 - Json Generation Time(ms):: 1036841447
2016-02-14 08:20:04 INFO  ComplexDataJackson:33 - Size of Complex content Jackson :: 250 MB
2016-02-14 08:20:04 INFO  ComplexDataJackson:34 - --------------------------------------------------------------------------
2016-02-14 08:20:07 INFO  ComplexDataJackson:69 - Generating Map from json Time(ms):: 2110651055
2016-02-14 08:20:11 INFO  ComplexDataJackson:82 - Generating Actual Object from json Time(ms):: 1937063730
2016-02-14 08:20:14 INFO  ComplexDataJackson:31 - -------Round 35
